Tweet,Polarity
"""@the_sage_7 So I'm not lying then some Hindus do drink cow urine stop slandering me then as it's only hate speech if you take it as hatred. Please don't act like you don't hate Christians you regularly lie about them and if there wasn't any laws you would kill them where you find them.""",0
"Sub for me now, My airtime just ran out., I have not eaten since morning, All these Online Almajiri should end 2019, we are now in another Vision\xf0\x9f\x91\x8c",1
"""All The Money Nigeria Gov\'t Is Borrowing Is Meant To Fight IPOB. But will they Succeed?\nThe Answer Is NO!\n\nMazi Nnamdi Kanu",1
"You are defence A Islamic Nazi ideology regime in iran.\nWho shoot on women, kill Christians. https://t.co/BNjSTtjSGb",1
Arne Schult(Kilians) https://t.co/Xo20wdE9UB,0
"""@TheMedievalNerd It's a joke based on Arne Saknussen (the explorer whose notes the heroes follow in Jules Verne's Journye to the Center of the Earth). Arne the Aardvark. :D""",0
"Sub for me nau,\nMy airtime just ran out,..I have not eaten since morning,\nAll these online almajiri don end for 2019 oh.",0
"""@Forever_Rayyan @fulani_maryamaa @MBuhari @GEJonathan BS, they didn't introduce the 'modern (sic) Almajiri system. You can learn a little about this.\n\nBy the way, a Nigerians rejected them. \xf0\x9f\x98\x82""",0
Few possible incoming (Midfielder) this Winter transfer! Thoughts??? \nGedson Fernandes \nDenis Zakaria \nSander Berge \nSandro Tonali \nArne Maier \nDominik Szoboszlai \nJude Bellingham \nReinier Jesus Carvalho\n#MUFC #ManUtd #WinterTransfer,0
"""@Cor3ntin @arne_mertz @lefticus We'll have cold fusion sooner. \xf0\x9f\x98\x85""",0
All the @terrorism in the @world has head @offices @capital city of @nigeria and are been sponsored be @nigeria @Government dead @buhari continues with impostor,0
"""@BluwareCorp's investor Per Arne Jensen of @EVPrivateEquity, looks forward to the #digitaloilfield of 2030 and reveals the road map that will enable the industry to get there. Read about Bluware's future growth and influence here: https://t.co/6jIC1nUUyx""",0
"2020: Be patient, ignore lies, propaganda \xe2\x80\x93 IPOB cautions\xc2\xa0members https://t.co/VOlmU6DJ1C",0
"@Realoilsheikh @fulani_maryamaa @MBuhari @GEJonathan achievements \xf0\x9f\x8e\x93\xf0\x9f\x95\xb4\n\nIntroduction of the\xc2\xa0Almajiri system of education\xc2\xa0in the academically disadvantaged Northern parts of the country, Establishment of\xc2\xa0nine federal universities across the country\xc2\xa0in states which previously had no federal degree awarding institution.",0
"@theskindoctor13 @narendramodi Only stupid people like you look at the JAAT PAAT caste and creed. Majority of us are interested in quality and merits. People like you may try to incite racial hatred but majority of us proud Hindus including Muslims, Jains, Sikhs, Christians etc.",0
"Congratulations to @MaziNnamdiKanu ,the leader of the indigenous people of Biafra {IPOB},as he retained the Africa Guardian man of the year award 2019.\nThanks to @AfricaGuardian for their patriotism towards justice. https://t.co/MT3662HAMS",0
Interesting youtube about the cloning conspiracy \n\nCompletely Believable Theory Claims Trump Was Killed By The Illuminati And We Elected A Clone As President https://t.co/XuUOol1fOT via @BroBible,0
"Adama Aduku, 101-year-old Nigerian Army veteran is dead - https://t.co/qQJzGe4wl8 #Notice #Nigeria #Naija #News #bbnaija",0
"@Jamie_Woodward_ @arne_mertz Awesome, thanks",0
Can a dead country Nigeria be revived? https://t.co/7tDpYJP0cz,1
@arne_mertz @PlantProgrammer See this paper too https://t.co/poO0oTBo2o,0
For the people angry because #ipob is calling @MaziNnamdiKanu saviour should listen to our #Biafraheroe calling ojukwu saviour even in war front @Amaka_Ekwo @okafo_uche @radiobiafralive @StateDept @realDonaldTrump @netanyahu @David_Igboke092 @realFFK @UN #biafrafreedom https://t.co/biDwjiFJSE,0
Beto is a wrong about this as he is stupid.\nDemocrats attack Christians and Jews in Congress and in the MSM. #BoycottBeto #BoycottNewsweek and #boycottmsnbc Thtey are leading to Americans being slaughtered in heir Houses of Worship.,0
"*Sub for me nau, My airtime just ran out,..I have not eaten since morning, All these online almajiri should end 2019.* \xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\x98\xa0\xf0\x9f\xa4\x90\xf0\x9f\xa4\x90\xf0\x9f\xa4\x90\xf0\x9f\xa4\xb4\xf0\x9f\x8f\x87",0
"NEVER PERMIT ISLAM TO GET A FOOTHOLD IN AMERICA! NEVER! NEVER! NEVER!\nDo not be fooled.  Any Muslim who prays to the Koran is willing to kill Christians, Jews and ALL non-believers. https://t.co/LfW1dtbYsP",1
"""@PremiumTimesng Buhari's Nigeria! No respect for civil service guidelines and procedures!\nAnything goes to favor Islam and the core north. Nigeria, you are dead!""",0
@arne_mertz @Jamie_Woodward_ I understand it is a possibility. Unfortunately the article doesn\xe2\x80\x99t say what the evidence for it being a conclusion is. Will probably have to ask Amilcar Adamy. Thanks for your answer though.,0
"""@SonyTV @ashnoorkaur03 @KathaKottage @saurabhraajjain Woww what an episode \xf0\x9f\x98\x8e\xf0\x9f\x94\xa5 from  #Mineil scene to ArNe scene. Each n every scene had a lovely meaning\xf0\x9f\xa4\x97 and it's so bful.But #NeilOberoi ne jaan boojh ke arya ko magic wand ka nhi bola tha yr mini usko ni pata tha ki arya seriously le lagi but #neil is very smart\xf0\x9f\x98\x8e #PatialaBabes""",0
"@PlantProgrammer @Jamie_Woodward_ Also, claw marks are usually several parallel marks that differ from tool marks (unless someone has used a giant stone fork for the digging)",0
"@PlantProgrammer @Jamie_Woodward_ The surroundings and contents of those caves enable researchers to assess when they were dug. Probably there have been found giant sloth skeletons from that time in that area, but no tools, which makes sloths the more likely candidates.",0
"@CdnMerkaba Damn. They had to start out the year, and decade, completely fucking stupid. Why are Christians suddenly not allowed to wear their cross, when they can wear their head dresses and hijabs?",0
"""@realTuckFrumper Mike Huckabee isn't stupid. He must know Christians have been responsible for much of the antisemitic discrimination over the last 1700 years or more. \nObviously he'll lie and twist to promote his socio/political/religious agenda.""",0
"@ClioMZ das stimmt. die folgende passage ist der grund f\xc3\xbcr meine spekulation:\n\n""We will be communicating to all competitions that are using VAR some updates in the coming weeks, because we are observing some developments that are not particularly the way they should be.""",0
@ARNEdeSilva Happy new year ANAROS ARNE DE SILVA! Miss you \xf0\x9f\x98\x98,0
@Lustansflicka Arne som president,0
"@etgryphon @GospelPanacea The line is Christians don\xe2\x80\x99t kill. So no, we don\xe2\x80\x99t advocate just sitting and watching. There are lots of ways to intervene non-lethally.",0
"In 2018, Mr. Kanu, who heads a non-violent pro-independence group known as the Indigenous People of Biafra [IPOB], was named Man of the Year after a public vote.\n\nSince 2016, Mr. Nnamdi Kanu has been the most vocal human rights and socio-political activist in Africa.",0
"@DailyPostNGR Good, even international communities sees Nigeria as a zoo \xf0\x9f\xa4\xa3",0
365 days in 2020 is enough to get  the Biafra nation restored \n@GMA79 Nnamdi Kanu led IPOB  is our prayer answered https://t.co/y5wzICBJoN,0
"""@cenkuygur When will we be able to clone President Trump cuz I don't want him ever to leave office never ever ever ever ever you bitchez""",0
"@HamsiGod @MegaHarald @realDonaldTrump @VP @SecPompeo @RTErdogan I would feel ashamed, if my country had the name of a stupid and ugly bird, eaten by all Christians of the world in Christmas  -Turkey...\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/jHddeSRlbr",0
"@wiod I hope next the media personality @chucktodd is on, someone will ask him why he hates Christians so much? His remarks are stupid. He is a Statist who believes only in government and stifling free speech. Yet another reason why @potus  will defeat Democrats in 2020",0
"Is it your country? Go to your Biafra enclave bastard, I will take no IPOB or IMN prisoners in 2020....you terrorist https://t.co/suJOaq2ieH",1
"@Canadian_Chris_ @Cherylscotian1 The UN is silent because they have an agenda, and that agenda is to kill or have Christians submit to their one world satanic government.\n\nWAKE up people!\nWe need a lot more people awake to destroy the UN and it\xe2\x80\x99s evil agenda against GOD loving humanity.",0
"""Governor Wike insists Rivers is a 'Christian state' - Daily Post Nigeria #FreeBiafra #IPOB \xe2\x81\xa6@USUN\xe2\x81\xa9 @POTUS\xe2\x81\xa9 \xe2\x81\xa6@WhiteHouse\xe2\x81\xa9 \xe2\x81\xa6@EUatUN\xe2\x81\xa9 \xe2\x81\xa6@Europarl_EN\xe2\x81\xa9 \xe2\x81\xa6@EU_UNGeneva\xe2\x81\xa9 \xe2\x81\xa6@EU_Commission\xe2\x81\xa9  https://t.co/3GSPTugaBV""",0
"All the money Nigeria is borrowing, is to fight IPOB. Will they succeed? The answer is NO\n\n~Mazi Nnamdi Kanu \n31st Dec. 2019",0
"2020: Be patient, ignore lies, propaganda \xe2\x80\x93 IPOB cautions members\nhttps://t.co/NJ9yh6Uppe https://t.co/pOOH1K8Xqy",0
@JoshuaJPE Otherwise called Arne,0
"""Roger Wood's Biblioblog: To the Top of the Mountain - Arne Dahl https://t.co/2Q5fyBnLt2""",0
@GhulamEMuhamma2 @AneelaEhsan @jamesbooth100 @MaheshB101 @LiberalLogos Asia Bibi is alive in Canada. Escaped from Pakistan. Raped. 10 years of jail for nothing. People who wanted to kill her.\nThis is because of the blasphemy law used to persecute innocent Christians!\n@hamed_samad @jihadwatchRS \n#istandwithAneela #StopIslam,0
"The only way to STOP religious killings and the killings of Christians in the British Created ZOO called Nigeria, is to return the people to their homogeneous ways of life before Britain came.#Biafra\n\xc2\xa0...~Mazi Nnamdi Kanu \n31st Dec. 2019",1
"@arne_mertz Also working everyday on maintaining, refactoring or rewriting #CPP legacy code. I would be interested in knowing how you are doing, what your methods are. I read #legacycode by @JoBoccara. HNY",0
"I\xe2\x80\x99m cutting off fake friends in #2020 . I\xe2\x80\x99ve made a list of my friends to cut off . If you know Dangote, Otedola , Davido or Buhari, tell them not to beg me \xf0\x9f\x98\x8f #happynewyear2020 https://t.co/9ebYFHAGOn",0
"Be patient, ignore lies, propaganda \xe2\x80\x93 IPOB cautions\xc2\xa0members https://t.co/IVxeC6k2Ju https://t.co/KOnq14JkVK",0
"@realDonaldTrump  These IPOB Members were massacred by the Nig Gov,just because they were jubilating during your inauguration. Pls help Biafra from the evil establishment called Nigeria. https://t.co/ePABSAPWXl",0
"@ClarkeMicah erhhh... what does the ""Thou Shalt Not Kill"" thing actually mean, then? is there something hidden that only Christians can see?",0
Nnamdi Kanu is the most influential Igbo person alive. \n\n2020 is going to be a big year for we IPOB. #FreeBiafra,0
"@RealReffjey It\'s a good thing that more were not killed.  But I cannot call Christians carrying guns to church so they can kill others ""a good thing.""  I\'m sorry.\n\nThe ends do not justify the means.",0
@A_M_PAYNE Ok Arne \xf0\x9f\x98\x82\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb,0
"2020: IPOB cautions members to be patient, ignore lies, propaganda \xe2\x80\x93\xc2\xa0TODAY https://t.co/5EUkNNO51P https://t.co/jZUiFLJgww",0
"(2020: Be patient, ignore lies, propaganda - IPOB cautions members) - https://t.co/oFEjVVgT1N\n\nKindly Share This ...\nKonnyNews App - https://t.co/xbbzfBL6hK",0
"2020: IPOB cautions members to be patient, ignore lies, propaganda https://t.co/vJNkj2e2V2",0
"2020: IPOB cautions members to be patient, ignore lies, propaganda https://t.co/xhhTGWJo0r",0
"""&gt;&gt;&gt;\n2019 - stagnation, distractions, almost stopped blogging, but I'll be back!""",0
"&gt;&gt;&gt;\n2015 - started my blog ""Simplify C++!""\n2015 - joined @zuehlke_group - probably the last employer I\'ll ever have?\n2016 - first conference talks\n2017 - picked up giving trainings again\n2017 - first contact with embedded C++ after years of financial enterprise software\n&gt;&gt;&gt;",0
"2010 - joined the (very small) core development team of a large financial code base. First contact with refactoring of legacy code\n2012 - gave my first set of trainings\n2013 - switched companies - yet another legacy code base, and some legacy team mindsets\n&gt;&gt;&gt;",0
"@GospelPanacea Don\xe2\x80\x99t we have Christians in the Military? When they are war don\xe2\x80\x99t they kill? Don\xe2\x80\x99t we have Christians thy are policemen? If they have to stop a violent crime, won\xe2\x80\x99t they use force?",0
"""@Catmandu50 What was Obama's Foreign Policy?  Build more mosque, kill christians, import Islamic Jihadist, give money to Iran to destroy middle east.  Really what was the plan?  Ask Feinstein and Team Pelosi.  Obama almost destroyed America with his foreign policy - Rhodes = Lies/HATE!""",1
"2020: Be patient, ignore lies, propaganda \xe2\x80\x93 IPOB cautions\xc2\xa0members https://t.co/clGZxkcrMV https://t.co/Xy5p2UX62W",0
"""@GEJonathan join Ipob sir please forget about this one Nigeria off a thing it can't help me and you""",0
@MaziAsochukwu @MaziEmmaOgbonna @MaziNnamdiKanu @MBuhari @Amaka_Ekwo_IPOB @realFFK @UN_Spokesperson @Europarl_EN @EU_Commission @realDonaldTrump @realRochas @ChrisCoons @SenatorBooker @MarereJustice @DaveUmahi @GovUgwuanyi @7dressesuk @onyematomorrow @NKNistoranTeam @AloyEjimakor @Amaka_Ekwo @canneyoung1 @AnyaLne1 @Biafrafreedom3 This is the truth of everything. https://t.co/35E24c0xfC,0
Amen! God\xe2\x80\x99s commands reflect His Holy Will. Should Christians now covet? Or steal? Or kill? Everyone will say \xe2\x80\x9cof course not!\xe2\x80\x9d Why would it be any different for the only commandment He LITERALLY said to \xe2\x80\x9cRemember\xe2\x80\x9d? \nRom 8:7 is so true.\nIn 2020 let\xe2\x80\x99s not fight Truth friends.\nPeace https://t.co/IjWlCC2eQI,0
"\xe2\x99\xab My Top 5 #lastfm artists: Khruangbin (74), Arne Fors\xc3\xa9n (48), Johann Sebastian Bach, English Baroque Soloists, John Eliot Gardiner, The Monteverdi Choir (45), Double Image (21) &amp; FKA twigs (21) via @tweeklyfm",0
Y\xe2\x80\x99all really out here dropping the feminist tag cause of male pressure and some bad eggs in our midst. \nIt\xe2\x80\x99s like quitting Christianity cause you heard that some christians kill. Does that change the entire value of the religion? https://t.co/DAMyz4bMZI,1
