,Tweet,Polarity
1653,leader ipob harassed humiliated nigeria armed forces way home town,0
1654,dss arrests kabiru mohammed kano state indigene member kwankwassiyya group created video buhari fake wedding saddiyya faruq clear warning fake news peddlers nwailers lost one best hands go,0
1655,father raised hate buhari buhari dealt drug barons ruthlessly finding difficult become drug dealer member ipob terrorist,1
1656,sss arrests alleged mastermind viral video buhari fake marriage two ministers,0
1657,told want kill hindus christians sikhs jains amp parsies ndo channel ties nhope seen poll,0
1658,swear born throwaway,0
1659,watching america iran biafrans need vigilant animals zoo come start killing biafrans,1
1660,upset one threatened wipe israel map kill million israelis jews muslims christians dead trump,1
1661,carry trial ipob shittes members murdered see stupid right,0
1662,kabiru arrested creating buhari fake wedding video gatekeeper,0
1663,buhari sayiya farouq cmarriage dss arrests man creating fake video,0
1664,sss arrests alleged mastermind viral video buhari fake marriage two ministers,0
1665,kill christians believe jesus son god abubakar shekau nshekau said attack christians christians belief jesus son god apart attacking killing christians said attack muslims support liberal ideas,1
1666,morally depraved people always hawkish toward others look athiests movement kill christians speaking athiests side adamantly fighting name religion,1
1667,last recall biafraud president foreigner,1
1668,thinking buhari makes nigeria side iran instead american nwe dead xad xad xad,0
1669,breaking dss arrests alleged originator buhari fake marriage two ministers,0
1670,breaking news dss arrests man creating sharing fake video depicting buhari marriage,0
1671,dss parades man created circulated fake video buhari wedding sadiya umar farouq,0
1672,dss parades man created circulated fake video buhari wedding sadiya umar farouq,0
1673,dss parades man created circulated fake video buhari wedding sadiya umar farouq,0
1674,dss parades man created circulated fake video buhari wedding sadiya umar farouq,0
1675,dss parades man created circulated fake video buhari wedding sadiya umar farouq,0
1676,dss parades man created circulated fake video buhari wedding sadiya umar farouq,0
1677,dss parades man created circulated fake video buhari wedding sadiya umar farouq,0
1678,breaking news dss arrests man creating sharing fake video depicting buhari marriage,0
1679,breaking news dss arrests man creating sharing fake video depicting buhari marriage,0
1680,news dss arrests man creating sharing fake video depicting buhari marriage,0
1681,maker fake videos buhari wedding sadiya farouq nabbed daily times nigeria,0
1682,wait seeing news fake buhari wedding video video,0
1683,cold lk almajiri homeless de sleep outside without thing cover body,0
1684,ipob equipped militarily hamas hezbollah nigeria would wiped face earth hamas hezbollah terrorist organisations pls,0
1685,breaking none mr kabiru muhammad kano state arrest dss circulating fake video pres buhari getting married minister finance ja,0
1686,tionia realize maybe islamic countries want kill christians submit authority real look,1
1687,sitting forced watch tbn christian network tv mom mf support trump ik christians cpro life support trump someone wants us go war kill people really cpro life,0
1688,speechless nnamdi kanu right nigeria zoo,0
1689,jos cold jos cold one almajiri still sleep like night xad xad,0
1690,okay kills jews christians immoral evil kill muslim take,1
1691,agree xaf assassination iranian general last night stupid msm saying nthey think russia china ninvolved russia syria since nus trip withdrawal msm thinks idiots bc nmost people christians know truth c b,1
1692,breaking news dss arrests man creating sharing fake video depicting buhari marriage,0
1693,breaking news dss arrests man creating sharing fake video depicting buhari marriage,0
1694,think singing national anthem specific situation stupid political defiant action also think muslims allowed pray buildings mosques like christians jews churches synagogu,0
1695,introspective need deep thoughtfulness determine absolutely spiritual religious convictions nhe thief liar adulterer greedy lustful vengeful inhumane,0
1696,ipob designated terrorist organisation ngo figure,0
1697,kwankwasiya member behind buhari fake marriage video dss,0
1698,said dss arrested guy behind buhari fake marriage footage thinking thinking social media bill,0
1699,funny memes talking bout iranians focus wanted cmaga realize mf raised kill period kill americans christians black white rep dem dgaf hate americans kill us got chance,0
1700,post edited kwankwasiya member behind buhari fake marriage video dss,0
1701,yes bible says boss move kill someone right hypocrisy fake christians fucking nauseating,1
1702,watching channels news saw fake news social media bill cdss arrests man behind buhari marriage footage hmm u thinking thinking,0
1703,amp sanctioned amp using american weapons murdered tens thousands innocent amp last decade support donald trump nothing,1
1704,shut fulani terrorist boko haram killing christians evil buhari supportring,1
1705,guy cheated wives banged porn star third wife giving birth ripped children parents border allowed ice rape kill children defrauded people fake charity fake,0
1706,sss arrests alleged mastermind viral video buhari fake marriage two ministers,0
1707,sss arrests alleged mastermind viral video buhari fake marriage two ministers,0
1708,sss arrests alleged mastermind viral video buhari fake marriage two ministers,0
1709,pakistan local muslims saying let sikh live change name ghulam e mustafa nin pakistan want kill hindus sikhs christians jains parsies still punjab congress government caa nwhy,0
1710,sss arrests alleged mastermind viral video buhari fake marriage two ministers,0
